,code,coname,carm,yy,mm,dd,title
27857,2550,KB손해보험,-0.053645201,2016.0,12.0,29.0,KB손해보험-일차적인 불확실성 해소는 긍정적
27858,2550,KB손해보험,-0.053645201,2016.0,12.0,29.0,KB손해보험-일차적인 불확실성 해소는 긍정적
31776,4990,롯데지주,0.0091714506,2017.0,8.0,7.0,롯데제과-더욱 중요해질 해외 성장
31777,4990,롯데지주,0.0091714506,2017.0,8.0,7.0,롯데제과-더욱 중요해질 해외 성장
42356,31430,신세계인터내셔날,0.0651435643,2017.0,5.0,29.0,"유통/의류/화장품-소비재, 기대되는 하반기"
42369,105630,한세실업,0.0724435643,2017.0,5.0,29.0,"유통/의류/화장품-소비재, 기대되는 하반기"
42370,111770,영원무역,0.0627435643,2017.0,5.0,29.0,"유통/의류/화장품-소비재, 기대되는 하반기"
42376,192820,코스맥스,0.0036435643,2017.0,5.0,29.0,"유통/의류/화장품-소비재, 기대되는 하반기"
22852,270,기아차,0.0082936385,2015.0,3.0,3.0,자동차-2월 판매- 조정 국면의 지속
22896,5380,현대차,0.0202936385,2015.0,3.0,3.0,자동차-2월 판매- 조정 국면의 지속
27221,660,SK하이닉스,-0.003786021,2016.0,2.0,1.0,"반도체-1월 메모리 가격 동향, 예상대로 좋지 않다"
27253,5930,삼성전자,-0.022586021,2016.0,2.0,1.0,"반도체-1월 메모리 가격 동향, 예상대로 좋지 않다"
10898,35720,카카오,-0.008122857,2010.0,3.0,9.0,다음
14315,35720,카카오,0.0226418993,2011.0,5.0,16.0,다음
14317,35720,카카오,-0.001479617,2011.0,11.0,28.0,다음
14592,35720,카카오,-0.047557093,2011.0,3.0,14.0,다음
26453,1800,오리온홀딩스,0.0840571255,2015.0,7.0,8.0,음식료-2Q15 실적 Preview
26468,4370,농심,0.0623571255,2015.0,7.0,8.0,음식료-2Q15 실적 Preview
35352,6650,대한유화,0.0521008888,2018.0,2.0,7.0,석유화학-글로벌 주요업체의 가격 상향 잇따라
35366,11170,롯데케미칼,0.0698008888,2018.0,2.0,7.0,석유화학-글로벌 주요업체의 가격 상향 잇따라
27504,880,한화,0.0656626843,2016.0,11.0,14.0,한화-박스권 탈출의 조건
27505,880,한화,0.0656626843,2016.0,11.0,14.0,한화-박스권 탈출의 조건
25822,10950,S-Oil,0.0038850389,2015.0,12.0,16.0,정유-미국의 원유 수출 허용. 국내 정유사에게는 매우 좋은 기회
25900,78930,GS,-0.008014961,2015.0,12.0,16.0,정유-미국의 원유 수출 허용. 국내 정유사에게는 매우 좋은 기회
25915,96770,SK이노베이션,0.0211850389,2015.0,12.0,16.0,정유-미국의 원유 수출 허용. 국내 정유사에게는 매우 좋은 기회
33411,41510,에스엠,0.0002378124,2018.0,12.0,27.0,"에스엠-EXO, Power Album Seller"
33412,41510,에스엠,0.0002378124,2018.0,12.0,27.0,"에스엠-EXO, Power Album Seller"
23170,16170,카카오M,0.0509089465,2015.0,11.0,25.0,미디어/엔터-2016년에는 눈높이를 낮춰야 할 듯
23179,30000,제일기획,0.0016089465,2015.0,11.0,25.0,미디어/엔터-2016년에는 눈높이를 낮춰야 할 듯
23191,34120,SBS,-0.035991053,2015.0,11.0,25.0,미디어/엔터-2016년에는 눈높이를 낮춰야 할 듯
23238,79160,CJ CGV,0.0886089465,2015.0,11.0,25.0,미디어/엔터-2016년에는 눈높이를 낮춰야 할 듯
24618,56190,에스에프에이,0.0984342645,2015.0,11.0,11.0,에스에프에이-OLED 투자 수혜 시점을 기다림
24619,56190,에스에프에이,0.0984342645,2015.0,11.0,11.0,에스에프에이-OLED 투자 수혜 시점을 기다림
9454,5930,삼성전자,-0.002031504,2010.0,3.0,26.0,삼성전자-왕의 귀환(Return of the King)!
9455,5930,삼성전자,-0.002031504,2010.0,3.0,26.0,삼성전자-왕의 귀환(Return of the King)!
19834,10520,현대하이스코,-0.096335577,2013.0,1.0,29.0,현대하이스코-4Q12 Review
19835,10520,현대하이스코,-0.096335577,2013.0,1.0,29.0,현대하이스코-4Q12 Review
18838,60,메리츠화재,0.0240850477,2013.0,12.0,19.0,손해보험-자동차보험: 변화는 긍정적
18846,810,삼성화재,-0.000114952,2013.0,12.0,19.0,손해보험-자동차보험: 변화는 긍정적
18853,1450,현대해상,0.0279850477,2013.0,12.0,19.0,손해보험-자동차보험: 변화는 긍정적
18857,2550,KB손해보험,0.0041850477,2013.0,12.0,19.0,손해보험-자동차보험: 변화는 긍정적
18873,5830,DB손해보험,0.0001850477,2013.0,12.0,19.0,손해보험-자동차보험: 변화는 긍정적
24503,11200,현대상선,0.022419493,2015.0,12.0,3.0,해운-실적보단 현금흐름
24697,117930,한진해운,-0.052680507,2015.0,12.0,3.0,해운-실적보단 현금흐름
11311,270,기아차,0.0370177552,2010.0,3.0,2.0,자동차-2월 자동차 판매 동향
11316,5380,현대차,0.0025177552,2010.0,3.0,2.0,자동차-2월 자동차 판매 동향
30194,10130,고려아연,-0.051753124,2017.0,10.0,27.0,"고려아연-어닝쇼크, 4분기 회복 전망"
30195,10130,고려아연,-0.051753124,2017.0,10.0,27.0,"고려아연-어닝쇼크, 4분기 회복 전망"
9958,6400,삼성SDI,-0.01593785,2010.0,3.0,29.0,삼성SDI-2010년은 실적 턴어라운드의 해
9959,6400,삼성SDI,-0.01593785,2010.0,3.0,29.0,삼성SDI-2010년은 실적 턴어라운드의 해
28638,17670,SK텔레콤,0.0061652086,2016.0,2.0,3.0,"SK텔레콤-4Q 실적은 예상 하회, 2016년 실적 소폭 개선 전망"
28639,17670,SK텔레콤,0.0061652086,2016.0,2.0,3.0,"SK텔레콤-4Q 실적은 예상 하회, 2016년 실적 소폭 개선 전망"
22887,4020,현대제철,-0.013587328,2015.0,12.0,11.0,철강금속-철강주식 단기 투자 전략
23095,103140,풍산,0.0379126723,2015.0,12.0,11.0,철강금속-철강주식 단기 투자 전략
6571,270,기아차,0.0082936385,2015.0,3.0,3.0,자동차-2 월 완성차 판매: 글로벌 재고 부담
6573,5380,현대차,0.0202936385,2015.0,3.0,3.0,자동차-2 월 완성차 판매: 글로벌 재고 부담
32636,56190,에스에프에이,0.0165006757,2017.0,5.0,16.0,에스에프에이-EPS 상승만으로도 주가 상승 여력은 남아있다
32637,56190,에스에프에이,0.0165006757,2017.0,5.0,16.0,에스에프에이-EPS 상승만으로도 주가 상승 여력은 남아있다
32561,6840,AK홀딩스,0.0808906165,2017.0,12.0,27.0,AK홀딩스-주력 자회사 순항 지속
32562,6840,AK홀딩스,0.0808906165,2017.0,12.0,27.0,AK홀딩스-주력 자회사 순항 지속
40593,270,기아차,0.041519493,2015.0,12.0,3.0,"자동차-미국발 훈풍: 판매 호조, 인센티브 안정화, 우호적 환율"
40598,5380,현대차,0.034119493,2015.0,12.0,3.0,"자동차-미국발 훈풍: 판매 호조, 인센티브 안정화, 우호적 환율"
13413,10060,OCI,0.0484642488,2011.0,10.0,31.0,OCI-3분기 실적 Review
16516,10060,OCI,0.002176506,2012.0,10.0,19.0,OCI-3분기 실적 Review
34767,60,메리츠화재,0.0719906263,2018.0,9.0,27.0,손해보험-건강보험 보장성 강화정책 실손 반영 발표: 예상보다 양호한 결과
34770,370,한화손해보험,0.0345906263,2018.0,9.0,27.0,손해보험-건강보험 보장성 강화정책 실손 반영 발표: 예상보다 양호한 결과
34772,810,삼성화재,0.0860906263,2018.0,9.0,27.0,손해보험-건강보험 보장성 강화정책 실손 반영 발표: 예상보다 양호한 결과
34778,1450,현대해상,0.1374906263,2018.0,9.0,27.0,손해보험-건강보험 보장성 강화정책 실손 반영 발표: 예상보다 양호한 결과
34788,5830,DB손해보험,0.1333906263,2018.0,9.0,27.0,손해보험-건강보험 보장성 강화정책 실손 반영 발표: 예상보다 양호한 결과
10551,60,메리츠화재,0.0780746779,2010.0,4.0,14.0,보험업-역사를 알아 볼 필요가 있다
10556,810,삼성화재,0.0591746779,2010.0,4.0,14.0,보험업-역사를 알아 볼 필요가 있다
10561,1450,현대해상,0.1355746779,2010.0,4.0,14.0,보험업-역사를 알아 볼 필요가 있다
10565,2550,KB손해보험,0.0914746779,2010.0,4.0,14.0,보험업-역사를 알아 볼 필요가 있다
10574,3690,코리안리,-0.004425322,2010.0,4.0,14.0,보험업-역사를 알아 볼 필요가 있다
10578,5830,DB손해보험,0.0904746779,2010.0,4.0,14.0,보험업-역사를 알아 볼 필요가 있다
33455,60,메리츠화재,-0.000289257,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33460,370,한화손해보험,-0.004189257,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33463,810,삼성화재,-0.002189257,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33470,1450,현대해상,-0.010989257,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33481,5830,DB손해보험,0.003410743,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33514,32830,삼성생명,-0.041789257,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33551,82640,동양생명,0.019910743,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33553,85620,미래에셋생명,0.049610743,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
33556,88350,한화생명,0.000710743,2018.0,4.0,17.0,보험-계절적 요인으로 실적 감소 전망(2018년 1분기 실적 Preview)
30967,60,메리츠화재,0.0142360794,2017.0,1.0,18.0,보험-4Q Preview 컨센서스를 하회하겠지만 경상적 지표 흐름은 양호
30972,1450,현대해상,0.0033360794,2017.0,1.0,18.0,보험-4Q Preview 컨센서스를 하회하겠지만 경상적 지표 흐름은 양호
30974,2550,KB손해보험,0.0338360794,2017.0,1.0,18.0,보험-4Q Preview 컨센서스를 하회하겠지만 경상적 지표 흐름은 양호
30983,5830,DB손해보험,0.0050360794,2017.0,1.0,18.0,보험-4Q Preview 컨센서스를 하회하겠지만 경상적 지표 흐름은 양호
31053,88350,한화생명,0.0548360794,2017.0,1.0,18.0,보험-4Q Preview 컨센서스를 하회하겠지만 경상적 지표 흐름은 양호
24364,80160,모두투어,0.1459344666,2015.0,8.0,5.0,모두투어-2 분기 실적 리뷰
28260,80160,모두투어,0.0306135982,2016.0,8.0,2.0,모두투어-2 분기 실적 리뷰
22219,35760,CJ ENM,-0.015199038,2014.0,2.0,5.0,CJ오쇼핑-2014년에도 모바일쇼핑 80%이상 성장 전망
22220,35760,CJ ENM,-0.015199038,2014.0,2.0,5.0,CJ오쇼핑-2014년에도 모바일쇼핑 80%이상 성장 전망
22646,11210,현대위아,-0.007106343,2015.0,12.0,8.0,현대위아-현대차그룹내 파워트레인 역할 확대
26913,11210,현대위아,-0.06017607,2016.0,1.0,18.0,현대위아-현대차그룹내 파워트레인 역할 확대
25253,660,SK하이닉스,-0.035537761,2015.0,12.0,28.0,IT(로봇산업)-단순한 복제(카피)의 시대는 끝났다
25286,5930,삼성전자,-0.015437761,2015.0,12.0,28.0,IT(로봇산업)-단순한 복제(카피)의 시대는 끝났다
7238,64960,S&T모티브,0.0010200439,2017.0,5.0,8.0,자동차/부품-2Q17 부품업체들에게 우려스러운 4월 생산실적
7244,204320,만도,0.0302200439,2017.0,5.0,8.0,자동차/부품-2Q17 부품업체들에게 우려스러운 4월 생산실적
42025,34230,파라다이스,0.0825684957,2017.0,2.0,10.0,카지노-장기 긍정적 관점 유지
42042,114090,GKL,0.0528684957,2017.0,2.0,10.0,카지노-장기 긍정적 관점 유지
35684,30000,제일기획,0.0293705939,2018.0,1.0,31.0,제일기획-본격 외형 성장 재개의 서막
35685,30000,제일기획,0.0293705939,2018.0,1.0,31.0,제일기획-본격 외형 성장 재개의 서막
42329,84870,TBH글로벌,-0.032584425,2017.0,11.0,15.0,TBH글로벌-3분기 실적 리뷰: 하나금투 및 시장 기대치 하회
42330,84870,TBH글로벌,-0.032584425,2017.0,11.0,15.0,TBH글로벌-3분기 실적 리뷰: 하나금투 및 시장 기대치 하회
20503,63080,게임빌,0.1485466547,2014.0,9.0,29.0,인터넷/게임-파도가 아닌 바람을 봐라
20513,78340,컴투스,0.2141466547,2014.0,9.0,29.0,인터넷/게임-파도가 아닌 바람을 봐라
31468,6120,SK디스커버리,-0.012860961,2017.0,2.0,8.0,SK케미칼-4분기 각종 일회성 비용 영향 컨센서스 하회
31469,6120,SK디스커버리,-0.012860961,2017.0,2.0,8.0,SK케미칼-4분기 각종 일회성 비용 영향 컨센서스 하회
42849,3410,쌍용양회,-0.00526528,2018.0,11.0,29.0,"쌍용양회-차별화 된 이익 성장, 배당 매력도 겸비"
42850,3410,쌍용양회,-0.00526528,2018.0,11.0,29.0,"쌍용양회-차별화 된 이익 성장, 배당 매력도 겸비"
25797,5440,현대그린푸드,0.029705032,2015.0,9.0,30.0,현대그린푸드-에버다임 인수 공시
25798,5440,현대그린푸드,0.029705032,2015.0,9.0,30.0,현대그린푸드-에버다임 인수 공시
20877,3220,대원제약,0.0454911473,2014.0,1.0,27.0,대원제약
24074,3220,대원제약,0.0037204101,2015.0,3.0,23.0,대원제약
24076,3220,대원제약,0.0104905248,2015.0,8.0,17.0,대원제약
40600,5440,현대그린푸드,-0.002464681,2015.0,10.0,20.0,현대그린푸드-하반기 가장 안정적으로 투자 가능한 음식료 업체
40601,5440,현대그린푸드,-0.002464681,2015.0,10.0,20.0,현대그린푸드-하반기 가장 안정적으로 투자 가능한 음식료 업체
7391,103140,풍산,0.0273684957,2017.0,2.0,10.0,풍산-FY2017 Guidance: 충격은 없다
7392,103140,풍산,0.0273684957,2017.0,2.0,10.0,풍산-FY2017 Guidance: 충격은 없다
32553,5990,매일홀딩스,-0.024475181,2017.0,1.0,11.0,매일유업-높은 베이스에도 불구 호실적 시현 전망
32554,5990,매일홀딩스,-0.024475181,2017.0,1.0,11.0,매일유업-높은 베이스에도 불구 호실적 시현 전망
24778,33780,KT&G,0.0203637158,2015.0,11.0,12.0,식품-업종 보다 개별 기업
24825,97950,CJ제일제당,0.0066637158,2015.0,11.0,12.0,식품-업종 보다 개별 기업
33188,20000,한섬,-0.020309383,2017.0,12.0,27.0,의류-올해가 가기전에 담아야 할 의류주
33204,93050,LF,-0.050609383,2017.0,12.0,27.0,의류-올해가 가기전에 담아야 할 의류주
19517,4130,대덕GDS,0.0466387378,2013.0,5.0,30.0,대덕GDS-1분기 실적 서프라이즈! 높은 실적 가시성에 배팅해보자
19518,4130,대덕GDS,0.0466387378,2013.0,5.0,30.0,대덕GDS-1분기 실적 서프라이즈! 높은 실적 가시성에 배팅해보자
9727,55550,신한지주,-0.016025082,2010.0,1.0,25.0,은행-4Q Preview: 금호그룹 충당금으로 NIM 상승 효과 퇴색
9742,86790,하나금융지주,-0.022425082,2010.0,1.0,25.0,은행-4Q Preview: 금호그룹 충당금으로 NIM 상승 효과 퇴색
31769,3550,LG,-0.008304958,2017.0,4.0,11.0,지주회사-본질적 가치가 중요한 시기
31846,34730,SK,-0.000904958,2017.0,4.0,11.0,지주회사-본질적 가치가 중요한 시기
26263,4990,롯데지주,-0.002410814,2015.0,3.0,11.0,"음식료/담배-14/15년 곡물 재고율 변화 미미, 환율 상승이 문제"
26268,5300,롯데칠성,-0.039410814,2015.0,3.0,11.0,"음식료/담배-14/15년 곡물 재고율 변화 미미, 환율 상승이 문제"
26375,97950,CJ제일제당,-0.023410814,2015.0,3.0,11.0,"음식료/담배-14/15년 곡물 재고율 변화 미미, 환율 상승이 문제"
20788,100,유한양행,-0.022394379,2014.0,2.0,18.0,제약/바이오-1월 원외처방: 중간의 성적
20795,6280,녹십자,-0.009794379,2014.0,2.0,18.0,제약/바이오-1월 원외처방: 중간의 성적
20835,86900,메디톡스,-0.020794379,2014.0,2.0,18.0,제약/바이오-1월 원외처방: 중간의 성적
20839,102940,코오롱생명과학,0.0282056208,2014.0,2.0,18.0,제약/바이오-1월 원외처방: 중간의 성적
20844,128940,한미약품,-0.041894379,2014.0,2.0,18.0,제약/바이오-1월 원외처방: 중간의 성적
40489,720,현대건설,-0.067521776,2015.0,10.0,26.0,현대건설-안정적인 실적 흐름세 지속
41334,720,현대건설,0.1135431345,2016.0,1.0,28.0,현대건설-안정적인 실적 흐름세 지속
25659,37620,미래에셋증권,-0.204256316,2015.0,9.0,10.0,미래에셋증권-대형증권사로의 도약을 위한 증자
25660,37620,미래에셋증권,-0.204256316,2015.0,9.0,10.0,미래에셋증권-대형증권사로의 도약을 위한 증자
16616,11200,현대상선,0.03582718,2012.0,8.0,13.0,현대상선-예상보다 저조한 2분기 실적
16617,11200,현대상선,0.03582718,2012.0,8.0,13.0,현대상선-예상보다 저조한 2분기 실적
40272,5830,DB손해보험,0.0280333197,2015.0,12.0,1.0,동부화재-지표 개선 및 이익 측면에서 우수
40273,5830,DB손해보험,0.0280333197,2015.0,12.0,1.0,동부화재-지표 개선 및 이익 측면에서 우수
41338,4020,현대제철,0.0077431345,2016.0,1.0,28.0,현대제철-희망의 끈을 놓지 말자
41339,4020,현대제철,0.0077431345,2016.0,1.0,28.0,현대제철-희망의 끈을 놓지 말자
24254,9540,한국조선해양,0.0208239605,2015.0,12.0,7.0,조선-주간 클락슨 신조선가 하락
24263,10140,삼성중공업,-0.04807604,2015.0,12.0,7.0,조선-주간 클락슨 신조선가 하락
24268,10620,현대미포조선,-0.05697604,2015.0,12.0,7.0,조선-주간 클락슨 신조선가 하락
24286,14620,성광벤드,-0.05177604,2015.0,12.0,7.0,조선-주간 클락슨 신조선가 하락
24296,23160,태광,-0.07847604,2015.0,12.0,7.0,조선-주간 클락슨 신조선가 하락
24366,82740,HSD엔진,-0.04457604,2015.0,12.0,7.0,조선-주간 클락슨 신조선가 하락
22070,24110,기업은행,-0.032132304,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
22109,53000,우리금융,-0.016532304,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
22112,55550,신한지주,-0.003832304,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
22133,86790,하나금융지주,-0.034032304,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
22145,105560,KB금융,-0.040132304,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
22152,138930,BNK금융지주,0.010167696,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
22153,139130,DGB금융지주,0.007267696,2014.0,1.0,21.0,은행-4Q13 Preview: 특이요인 적은 특이한 4분기
27428,28150,GS홈쇼핑,0.0712652086,2016.0,2.0,3.0,GS홈쇼핑-효율적인 비용관리
27429,28150,GS홈쇼핑,0.0712652086,2016.0,2.0,3.0,GS홈쇼핑-효율적인 비용관리
22538,9540,한국조선해양,-0.049386223,2015.0,10.0,27.0,현대중공업-아직 해소되지 않은 해양 불확실성
26817,9540,한국조선해양,0.1046110755,2016.0,2.0,5.0,현대중공업-아직 해소되지 않은 해양 불확실성
27244,5290,동진쎄미켐,-0.034188994,2016.0,10.0,21.0,Display-10월 Panel 가격 Update
27328,101490,에스앤에스텍,-0.045888994,2016.0,10.0,21.0,Display-10월 Panel 가격 Update
10280,210,대림산업,0.0221356792,2010.0,3.0,18.0,건설: Construction-건설업 단기 투자전략
10282,720,현대건설,0.0049356792,2010.0,3.0,18.0,건설: Construction-건설업 단기 투자전략
10289,6360,GS건설,0.0370356792,2010.0,3.0,18.0,건설: Construction-건설업 단기 투자전략
